date,institution_id,institution_type,meal,day_of_week,is_weekend,event_type,kai_value,actual_count,capacity,occupancy_pct
12-01-2024,CORP_001,corporate,dinner,Friday,0,normal,1,251,450,55.8
13-01-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,180,600,30
13-01-2024,UNIV_001,university,lunch,Saturday,1,normal,1,279,600,46.5
13-01-2024,UNIV_001,university,dinner,Saturday,1,normal,1,222,600,37
13-01-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,29,450,6.4
13-01-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,54,450,12
13-01-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,37,450,8.2
14-01-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,150,600,25
14-01-2024,UNIV_001,university,lunch,Sunday,1,normal,1,367,600,61.2
14-01-2024,UNIV_001,university,dinner,Sunday,1,normal,1,207,600,34.5
14-01-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,28,450,6.2
14-01-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,54,450,12
14-01-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,43,450,9.6
15-01-2024,UNIV_001,university,breakfast,Monday,0,normal,1,232,600,38.7
15-01-2024,UNIV_001,university,lunch,Monday,0,normal,1,600,600,100
15-01-2024,UNIV_001,university,dinner,Monday,0,normal,1,400,600,66.7
15-01-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,214,450,47.6
15-01-2024,CORP_001,corporate,lunch,Monday,0,normal,1,370,450,82.2
15-01-2024,CORP_001,corporate,dinner,Monday,0,normal,1,283,450,62.9
16-01-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,302,600,50.3
16-01-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,465,600,77.5
16-01-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,359,600,59.8
16-01-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,219,450,48.7
16-01-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,326,450,72.4
16-01-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,255,450,56.7
17-01-2024,UNIV_001,university,breakfast,Wednesday,0,normal,1,243,600,40.5
17-01-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,530,600,88.3
17-01-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,373,600,62.2
17-01-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,1,141,450,31.3
17-01-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,383,450,85.1
17-01-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,271,450,60.2
18-01-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,296,600,49.3
18-01-2024,UNIV_001,university,lunch,Thursday,0,normal,1,429,600,71.5
18-01-2024,UNIV_001,university,dinner,Thursday,0,normal,1,366,600,61
18-01-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,239,450,53.1
18-01-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,311,450,69.1
18-01-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,260,450,57.8
19-01-2024,UNIV_001,university,breakfast,Friday,0,normal,1,252,600,42
19-01-2024,UNIV_001,university,lunch,Friday,0,normal,1,446,600,74.3
19-01-2024,UNIV_001,university,dinner,Friday,0,normal,1,339,600,56.5
19-01-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,219,450,48.7
19-01-2024,CORP_001,corporate,lunch,Friday,0,normal,1,405,450,90
19-01-2024,CORP_001,corporate,dinner,Friday,0,normal,1,278,450,61.8
20-01-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,186,600,31
20-01-2024,UNIV_001,university,lunch,Saturday,1,normal,1,339,600,56.5
20-01-2024,UNIV_001,university,dinner,Saturday,1,normal,1,204,600,34
20-01-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,31,450,6.9
20-01-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,60,450,13.3
20-01-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,39,450,8.7
21-01-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,194,600,32.3
21-01-2024,UNIV_001,university,lunch,Sunday,1,normal,1,333,600,55.5
21-01-2024,UNIV_001,university,dinner,Sunday,1,normal,1,246,600,41
21-01-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,33,450,7.3
21-01-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,54,450,12
21-01-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,38,450,8.4
22-01-2024,UNIV_001,university,breakfast,Monday,0,normal,1,267,600,44.5
22-01-2024,UNIV_001,university,lunch,Monday,0,normal,1,416,600,69.3
22-01-2024,UNIV_001,university,dinner,Monday,0,normal,1,349,600,58.2
22-01-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,200,450,44.4
22-01-2024,CORP_001,corporate,lunch,Monday,0,normal,1,311,450,69.1
22-01-2024,CORP_001,corporate,dinner,Monday,0,normal,1,270,450,60
23-01-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,229,600,38.2
23-01-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,483,600,80.5
23-01-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,344,600,57.3
23-01-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,189,450,42
23-01-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,375,450,83.3
23-01-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,277,450,61.6
24-01-2024,UNIV_001,university,breakfast,Wednesday,0,normal,1,244,600,40.7
24-01-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,446,600,74.3
24-01-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,311,600,51.8
24-01-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,1,194,450,43.1
24-01-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,380,450,84.4
24-01-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,244,450,54.2
25-01-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,258,600,43
25-01-2024,UNIV_001,university,lunch,Thursday,0,normal,1,430,600,71.7
25-01-2024,UNIV_001,university,dinner,Thursday,0,normal,1,348,600,58
25-01-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,178,450,39.6
25-01-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,386,450,85.8
25-01-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,254,450,56.4
26-01-2024,UNIV_001,university,breakfast,Friday,0,holiday,0.4,117,600,19.5
26-01-2024,UNIV_001,university,lunch,Friday,0,holiday,0.4,150,600,25
26-01-2024,UNIV_001,university,dinner,Friday,0,holiday,0.4,110,600,18.3
26-01-2024,CORP_001,corporate,breakfast,Friday,0,holiday,0.2,40,450,8.9
26-01-2024,CORP_001,corporate,lunch,Friday,0,holiday,0.2,72,450,16
26-01-2024,CORP_001,corporate,dinner,Friday,0,holiday,0.2,60,450,13.3
27-01-2024,UNIV_001,university,breakfast,Saturday,1,normal,0.9,157,600,26.2
27-01-2024,UNIV_001,university,lunch,Saturday,1,normal,1,276,600,46
27-01-2024,UNIV_001,university,dinner,Saturday,1,normal,1,252,600,42
27-01-2024,CORP_001,corporate,breakfast,Saturday,1,normal,0.9,24,450,5.3
27-01-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,51,450,11.3
27-01-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,42,450,9.3
28-01-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,204,600,34
28-01-2024,UNIV_001,university,lunch,Sunday,1,normal,1,385,600,64.2
28-01-2024,UNIV_001,university,dinner,Sunday,1,normal,0.9,220,600,36.7
28-01-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,31,450,6.9
28-01-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,54,450,12
28-01-2024,CORP_001,corporate,dinner,Sunday,1,normal,0.9,31,450,6.9
29-01-2024,UNIV_001,university,breakfast,Monday,0,normal,1,249,600,41.5
29-01-2024,UNIV_001,university,lunch,Monday,0,normal,1,470,600,78.3
29-01-2024,UNIV_001,university,dinner,Monday,0,normal,1,317,600,52.8
29-01-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,200,450,44.4
29-01-2024,CORP_001,corporate,lunch,Monday,0,normal,1,340,450,75.6
29-01-2024,CORP_001,corporate,dinner,Monday,0,normal,1,271,450,60.2
30-01-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,264,600,44
30-01-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,474,600,79
30-01-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,347,600,57.8
30-01-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,200,450,44.4
30-01-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,379,450,84.2
30-01-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,249,450,55.3
31-01-2024,UNIV_001,university,breakfast,Wednesday,0,normal,1,234,600,39
31-01-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,484,600,80.7
31-01-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,296,600,49.3
31-01-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,1,173,450,38.4
31-01-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,358,450,79.6
31-01-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,266,450,59.1
01-02-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,296,600,49.3
01-02-2024,UNIV_001,university,lunch,Thursday,0,normal,1,520,600,86.7
01-02-2024,UNIV_001,university,dinner,Thursday,0,normal,1,358,600,59.7
01-02-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,215,450,47.8
01-02-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,396,450,88
01-02-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,249,450,55.3
02-02-2024,UNIV_001,university,breakfast,Friday,0,normal,1,269,600,44.8
02-02-2024,UNIV_001,university,lunch,Friday,0,normal,1,478,600,79.7
02-02-2024,UNIV_001,university,dinner,Friday,0,normal,1,287,600,47.8
02-02-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,195,450,43.3
02-02-2024,CORP_001,corporate,lunch,Friday,0,normal,1,419,450,93.1
02-02-2024,CORP_001,corporate,dinner,Friday,0,normal,1,287,450,63.8
03-02-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,173,600,28.8
03-02-2024,UNIV_001,university,lunch,Saturday,1,normal,1,347,600,57.8
03-02-2024,UNIV_001,university,dinner,Saturday,1,normal,1,241,600,40.2
03-02-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,28,450,6.2
03-02-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,51,450,11.3
03-02-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,40,450,8.9
04-02-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,184,600,30.7
04-02-2024,UNIV_001,university,lunch,Sunday,1,normal,1,338,600,56.3
04-02-2024,UNIV_001,university,dinner,Sunday,1,normal,1,237,600,39.5
04-02-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,29,450,6.4
04-02-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,53,450,11.8
04-02-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,43,450,9.6
05-02-2024,UNIV_001,university,breakfast,Monday,0,normal,1,233,600,38.8
05-02-2024,UNIV_001,university,lunch,Monday,0,normal,1,405,600,67.5
05-02-2024,UNIV_001,university,dinner,Monday,0,normal,1,329,600,54.8
05-02-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,178,450,39.6
05-02-2024,CORP_001,corporate,lunch,Monday,0,normal,1,357,450,79.3
05-02-2024,CORP_001,corporate,dinner,Monday,0,normal,1,255,450,56.7
06-02-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,260,600,43.3
06-02-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,560,600,93.3
06-02-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,310,600,51.7
06-02-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,207,450,46
06-02-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,395,450,87.8
06-02-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,206,450,45.8
07-02-2024,UNIV_001,university,breakfast,Wednesday,0,normal,1,268,600,44.7
07-02-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,499,600,83.2
07-02-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,349,600,58.2
07-02-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,1,169,450,37.6
07-02-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,329,450,73.1
07-02-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,265,450,58.9
08-02-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,271,600,45.2
08-02-2024,UNIV_001,university,lunch,Thursday,0,normal,1,460,600,76.7
08-02-2024,UNIV_001,university,dinner,Thursday,0,normal,1,343,600,57.2
08-02-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,215,450,47.8
08-02-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,337,450,74.9
08-02-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,313,450,69.6
09-02-2024,UNIV_001,university,breakfast,Friday,0,normal,1,260,600,43.3
09-02-2024,UNIV_001,university,lunch,Friday,0,normal,1,527,600,87.8
09-02-2024,UNIV_001,university,dinner,Friday,0,normal,1,323,600,53.8
09-02-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,220,450,48.9
09-02-2024,CORP_001,corporate,lunch,Friday,0,normal,1,360,450,80
09-02-2024,CORP_001,corporate,dinner,Friday,0,normal,1,245,450,54.4
10-02-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,182,600,30.3
10-02-2024,UNIV_001,university,lunch,Saturday,1,normal,1,297,600,49.5
10-02-2024,UNIV_001,university,dinner,Saturday,1,normal,1,251,600,41.8
10-02-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,30,450,6.7
10-02-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,54,450,12
10-02-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,37,450,8.2
11-02-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,141,600,23.5
11-02-2024,UNIV_001,university,lunch,Sunday,1,normal,1,311,600,51.8
11-02-2024,UNIV_001,university,dinner,Sunday,1,normal,1,283,600,47.2
11-02-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,32,450,7.1
11-02-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,54,450,12
11-02-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,40,450,8.9
12-02-2024,UNIV_001,university,breakfast,Monday,0,normal,1,281,600,46.8
12-02-2024,UNIV_001,university,lunch,Monday,0,normal,1,518,600,86.3
12-02-2024,UNIV_001,university,dinner,Monday,0,normal,1,300,600,50
12-02-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,229,450,50.9
12-02-2024,CORP_001,corporate,lunch,Monday,0,normal,1,393,450,87.3
12-02-2024,CORP_001,corporate,dinner,Monday,0,normal,1,263,450,58.4
13-02-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,283,600,47.2
13-02-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,497,600,82.8
13-02-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,349,600,58.2
13-02-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,215,450,47.8
13-02-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,362,450,80.4
13-02-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,237,450,52.7
14-02-2024,UNIV_001,university,breakfast,Wednesday,0,normal,1,272,600,45.3
14-02-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,497,600,82.8
14-02-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,329,600,54.8
14-02-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,1,179,450,39.8
14-02-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,336,450,74.7
14-02-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,275,450,61.1
15-02-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,294,600,49
15-02-2024,UNIV_001,university,lunch,Thursday,0,normal,1,512,600,85.3
15-02-2024,UNIV_001,university,dinner,Thursday,0,normal,1,338,600,56.3
15-02-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,243,450,54
15-02-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,328,450,72.9
15-02-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,241,450,53.6
16-02-2024,UNIV_001,university,breakfast,Friday,0,normal,1,278,600,46.3
16-02-2024,UNIV_001,university,lunch,Friday,0,normal,1,431,600,71.8
16-02-2024,UNIV_001,university,dinner,Friday,0,normal,1,351,600,58.5
16-02-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,238,450,52.9
16-02-2024,CORP_001,corporate,lunch,Friday,0,normal,1,373,450,82.9
16-02-2024,CORP_001,corporate,dinner,Friday,0,normal,1,272,450,60.4
17-02-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,158,600,26.3
17-02-2024,UNIV_001,university,lunch,Saturday,1,normal,1,317,600,52.8
17-02-2024,UNIV_001,university,dinner,Saturday,1,normal,1,217,600,36.2
17-02-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,29,450,6.4
17-02-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,63,450,14
17-02-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,40,450,8.9
18-02-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,162,600,27
18-02-2024,UNIV_001,university,lunch,Sunday,1,normal,1,329,600,54.8
18-02-2024,UNIV_001,university,dinner,Sunday,1,normal,1,232,600,38.7
18-02-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,33,450,7.3
18-02-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,62,450,13.8
18-02-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,35,450,7.8
19-02-2024,UNIV_001,university,breakfast,Monday,0,normal,1,271,600,45.2
19-02-2024,UNIV_001,university,lunch,Monday,0,normal,1,398,600,66.3
19-02-2024,UNIV_001,university,dinner,Monday,0,normal,1,362,600,60.3
19-02-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,225,450,50
19-02-2024,CORP_001,corporate,lunch,Monday,0,normal,1,358,450,79.6
19-02-2024,CORP_001,corporate,dinner,Monday,0,normal,1,275,450,61.1
20-02-2024,UNIV_001,university,breakfast,Tuesday,0,normal,1,263,600,43.8
20-02-2024,UNIV_001,university,lunch,Tuesday,0,normal,1,426,600,71
20-02-2024,UNIV_001,university,dinner,Tuesday,0,normal,1,309,600,51.5
20-02-2024,CORP_001,corporate,breakfast,Tuesday,0,normal,1,236,450,52.4
20-02-2024,CORP_001,corporate,lunch,Tuesday,0,normal,1,275,450,61.1
20-02-2024,CORP_001,corporate,dinner,Tuesday,0,normal,1,252,450,56
21-02-2024,UNIV_001,university,breakfast,Wednesday,0,normal,1,314,600,52.3
21-02-2024,UNIV_001,university,lunch,Wednesday,0,normal,1,502,600,83.7
21-02-2024,UNIV_001,university,dinner,Wednesday,0,normal,1,339,600,56.5
21-02-2024,CORP_001,corporate,breakfast,Wednesday,0,normal,1,197,450,43.8
21-02-2024,CORP_001,corporate,lunch,Wednesday,0,normal,1,371,450,82.4
21-02-2024,CORP_001,corporate,dinner,Wednesday,0,normal,1,286,450,63.6
22-02-2024,UNIV_001,university,breakfast,Thursday,0,normal,1,225,600,37.5
22-02-2024,UNIV_001,university,lunch,Thursday,0,normal,1,563,600,93.8
22-02-2024,UNIV_001,university,dinner,Thursday,0,normal,1,297,600,49.5
22-02-2024,CORP_001,corporate,breakfast,Thursday,0,normal,1,201,450,44.7
22-02-2024,CORP_001,corporate,lunch,Thursday,0,normal,1,363,450,80.7
22-02-2024,CORP_001,corporate,dinner,Thursday,0,normal,1,263,450,58.4
23-02-2024,UNIV_001,university,breakfast,Friday,0,normal,1,238,600,39.7
23-02-2024,UNIV_001,university,lunch,Friday,0,normal,1,492,600,82
23-02-2024,UNIV_001,university,dinner,Friday,0,normal,1,400,600,66.7
23-02-2024,CORP_001,corporate,breakfast,Friday,0,normal,1,183,450,40.7
23-02-2024,CORP_001,corporate,lunch,Friday,0,normal,1,361,450,80.2
23-02-2024,CORP_001,corporate,dinner,Friday,0,normal,1,244,450,54.2
24-02-2024,UNIV_001,university,breakfast,Saturday,1,normal,1,177,600,29.5
24-02-2024,UNIV_001,university,lunch,Saturday,1,normal,1,309,600,51.5
24-02-2024,UNIV_001,university,dinner,Saturday,1,normal,1,220,600,36.7
24-02-2024,CORP_001,corporate,breakfast,Saturday,1,normal,1,30,450,6.7
24-02-2024,CORP_001,corporate,lunch,Saturday,1,normal,1,61,450,13.6
24-02-2024,CORP_001,corporate,dinner,Saturday,1,normal,1,39,450,8.7
25-02-2024,UNIV_001,university,breakfast,Sunday,1,normal,1,186,600,31
25-02-2024,UNIV_001,university,lunch,Sunday,1,normal,1,289,600,48.2
25-02-2024,UNIV_001,university,dinner,Sunday,1,normal,1,206,600,34.3
25-02-2024,CORP_001,corporate,breakfast,Sunday,1,normal,1,31,450,6.9
25-02-2024,CORP_001,corporate,lunch,Sunday,1,normal,1,62,450,13.8
25-02-2024,CORP_001,corporate,dinner,Sunday,1,normal,1,39,450,8.7
26-02-2024,UNIV_001,university,breakfast,Monday,0,normal,1,267,600,44.5
26-02-2024,UNIV_001,university,lunch,Monday,0,normal,1,496,600,82.7
26-02-2024,UNIV_001,university,dinner,Monday,0,normal,1,298,600,49.7
26-02-2024,CORP_001,corporate,breakfast,Monday,0,normal,1,215,450,47.8
26-02-2024,CORP_001,corporate,lunch,Monday,0,normal,1,398,450,88.4
26-02-2024,CORP_001,corporate,dinner,Monday,0,normal,1,239,450,53.1
